product_id,product_name,product_price,reviews,created_by,environmental impact,labor rights,animal welfare,corporate governance,sentiment,sentiment_score,category
BE100070,Beauty Else 70,776.92,"Caused breakouts after a week. | Too oily and sticky after use. | Fragrance is long-lasting and pleasant. | Doesn’t last long, fades quickly. | Moisturizes well and feels refreshing. | Caused irritation on my skin. | Texture is smooth and easy to apply. | Bottle design is very convenient. | Not suitable for sensitive skin. | Perfect for daily skincare routine.","Estes, Parker and Johnson",67,84,69,62,neutral,45,Beauty
BE100071,Beauty Bring 71,971.13,"Moisturizes well and feels refreshing. | Caused irritation on my skin. | Bottle design is very convenient. | Doesn’t last long, fades quickly. | Very affordable and effective product. | Not suitable for sensitive skin. | Too oily and sticky after use. | Helped improve my skin glow. | Texture is smooth and easy to apply. | Caused breakouts after a week. | Perfect for daily skincare routine.",Brown-Jones,78,67,26,97,negative,21,Beauty
BE100072,Beauty Floor 72,598.34,"Doesn’t last long, fades quickly. | Not suitable for sensitive skin. | Helped improve my skin glow. | Fragrance is long-lasting and pleasant. | Caused irritation on my skin. | Very affordable and effective product. | Texture is smooth and easy to apply. | Perfect for daily skincare routine. | Bottle design is very convenient. | Caused breakouts after a week.",Nolan LLC,96,29,69,51,positive,96,Beauty
BE100073,Beauty Role 73,439.83,"Very affordable and effective product. | Not suitable for sensitive skin. | Too oily and sticky after use. | Fragrance is long-lasting and pleasant. | Perfect for daily skincare routine. | Caused irritation on my skin. | Texture is smooth and easy to apply. | Moisturizes well and feels refreshing. | Helped improve my skin glow. | Caused breakouts after a week. | Bottle design is very convenient. | Doesn’t last long, fades quickly.",Roberts-Russo,63,32,79,86,neutral,49,Beauty
BE100074,Beauty Last 74,112.39,"Very affordable and effective product. | Not suitable for sensitive skin. | Bottle design is very convenient. | Fragrance is long-lasting and pleasant. | Moisturizes well and feels refreshing. | Texture is smooth and easy to apply. | Doesn’t last long, fades quickly. | Helped improve my skin glow. | Caused irritation on my skin. | Perfect for daily skincare routine. | Caused breakouts after a week. | Too oily and sticky after use.","Williams, Allen and Juarez",74,92,26,76,negative,24,Beauty
BE100075,Beauty Effect 75,292.61,"Fragrance is long-lasting and pleasant. | Not suitable for sensitive skin. | Texture is smooth and easy to apply. | Helped improve my skin glow. | Doesn’t last long, fades quickly. | Bottle design is very convenient. | Moisturizes well and feels refreshing. | Caused irritation on my skin. | Too oily and sticky after use. | Caused breakouts after a week. | Very affordable and effective product. | Perfect for daily skincare routine.","Choi, Hess and Henderson",74,33,59,84,positive,96,Beauty
BE100076,Beauty Feeling 76,657.73,"Very affordable and effective product. | Bottle design is very convenient. | Helped improve my skin glow. | Not suitable for sensitive skin. | Fragrance is long-lasting and pleasant. | Doesn’t last long, fades quickly. | Perfect for daily skincare routine. | Moisturizes well and feels refreshing. | Too oily and sticky after use. | Caused breakouts after a week. | Caused irritation on my skin. | Texture is smooth and easy to apply.",Parker PLC,20,29,64,88,neutral,44,Beauty
BE100077,Beauty Play 77,694.98,"Texture is smooth and easy to apply. | Caused breakouts after a week. | Perfect for daily skincare routine. | Not suitable for sensitive skin. | Doesn’t last long, fades quickly. | Fragrance is long-lasting and pleasant. | Caused irritation on my skin. | Too oily and sticky after use. | Helped improve my skin glow. | Moisturizes well and feels refreshing.",Cunningham-Moore,27,59,78,68,negative,23,Beauty
BE100078,Beauty Worker 78,902.54,"Moisturizes well and feels refreshing. | Helped improve my skin glow. | Caused breakouts after a week. | Texture is smooth and easy to apply. | Caused irritation on my skin. | Too oily and sticky after use. | Very affordable and effective product. | Not suitable for sensitive skin. | Perfect for daily skincare routine. | Doesn’t last long, fades quickly. | Fragrance is long-lasting and pleasant. | Bottle design is very convenient.",Ellis-Brooks,23,42,94,52,positive,87,Beauty
BE100079,Beauty Work 79,337.03,"Moisturizes well and feels refreshing. | Texture is smooth and easy to apply. | Helped improve my skin glow. | Doesn’t last long, fades quickly. | Not suitable for sensitive skin. | Fragrance is long-lasting and pleasant. | Perfect for daily skincare routine. | Caused irritation on my skin. | Too oily and sticky after use. | Bottle design is very convenient. | Very affordable and effective product.",Lawson-Peters,72,74,74,38,neutral,40,Beauty
BE100080,Beauty World 80,852.64,"Moisturizes well and feels refreshing. | Not suitable for sensitive skin. | Fragrance is long-lasting and pleasant. | Too oily and sticky after use. | Doesn’t last long, fades quickly. | Helped improve my skin glow. | Texture is smooth and easy to apply. | Very affordable and effective product. | Perfect for daily skincare routine. | Caused breakouts after a week. | Caused irritation on my skin. | Bottle design is very convenient.",Cruz LLC,77,82,83,55,negative,26,Beauty
BE100081,Beauty Full 81,129.36,"Fragrance is long-lasting and pleasant. | Bottle design is very convenient. | Caused breakouts after a week. | Helped improve my skin glow. | Perfect for daily skincare routine. | Texture is smooth and easy to apply. | Doesn’t last long, fades quickly. | Too oily and sticky after use. | Not suitable for sensitive skin. | Very affordable and effective product. | Caused irritation on my skin. | Moisturizes well and feels refreshing.",Durham PLC,56,90,84,89,positive,97,Beauty
BE100082,Beauty Medical 82,481.59,"Caused breakouts after a week. | Perfect for daily skincare routine. | Too oily and sticky after use. | Texture is smooth and easy to apply. | Moisturizes well and feels refreshing. | Not suitable for sensitive skin. | Helped improve my skin glow. | Fragrance is long-lasting and pleasant. | Doesn’t last long, fades quickly. | Bottle design is very convenient. | Very affordable and effective product. | Caused irritation on my skin.","Williams, Marquez and Walls",68,61,73,34,neutral,64,Beauty
BE100083,Beauty Account 83,277.47,"Fragrance is long-lasting and pleasant. | Bottle design is very convenient. | Doesn’t last long, fades quickly. | Not suitable for sensitive skin. | Too oily and sticky after use. | Texture is smooth and easy to apply. | Caused irritation on my skin. | Perfect for daily skincare routine. | Helped improve my skin glow. | Very affordable and effective product. | Moisturizes well and feels refreshing.",Smith Group,86,85,59,43,negative,26,Beauty
BE100084,Beauty Wonder 84,253.1,"Too oily and sticky after use. | Texture is smooth and easy to apply. | Caused breakouts after a week. | Bottle design is very convenient. | Doesn’t last long, fades quickly. | Very affordable and effective product. | Moisturizes well and feels refreshing. | Caused irritation on my skin. | Helped improve my skin glow. | Not suitable for sensitive skin. | Fragrance is long-lasting and pleasant.","Nguyen, Davis and Gutierrez",38,98,72,46,positive,79,Beauty
BE100085,Beauty Before 85,729.69,"Fragrance is long-lasting and pleasant. | Texture is smooth and easy to apply. | Not suitable for sensitive skin. | Bottle design is very convenient. | Very affordable and effective product. | Doesn’t last long, fades quickly. | Caused irritation on my skin. | Perfect for daily skincare routine. | Caused breakouts after a week. | Too oily and sticky after use. | Helped improve my skin glow. | Moisturizes well and feels refreshing.","Terrell, Mitchell and Peterson",20,92,63,68,neutral,64,Beauty
BE100086,Beauty Pattern 86,586.27,"Moisturizes well and feels refreshing. | Texture is smooth and easy to apply. | Doesn’t last long, fades quickly. | Too oily and sticky after use. | Helped improve my skin glow. | Perfect for daily skincare routine. | Bottle design is very convenient. | Fragrance is long-lasting and pleasant. | Caused irritation on my skin. | Very affordable and effective product. | Caused breakouts after a week. | Not suitable for sensitive skin.",Barton Inc,48,66,82,94,negative,27,Beauty
BE100087,Beauty Yourself 87,794.32,"Fragrance is long-lasting and pleasant. | Caused irritation on my skin. | Perfect for daily skincare routine. | Too oily and sticky after use. | Doesn’t last long, fades quickly. | Moisturizes well and feels refreshing. | Very affordable and effective product. | Caused breakouts after a week. | Not suitable for sensitive skin. | Helped improve my skin glow. | Bottle design is very convenient.",Torres-Stewart,52,100,21,42,positive,97,Beauty
BE100088,Beauty Material 88,650.0,"Fragrance is long-lasting and pleasant. | Doesn’t last long, fades quickly. | Perfect for daily skincare routine. | Helped improve my skin glow. | Texture is smooth and easy to apply. | Caused irritation on my skin. | Caused breakouts after a week. | Very affordable and effective product. | Moisturizes well and feels refreshing. | Not suitable for sensitive skin. | Too oily and sticky after use.",West Ltd,71,71,98,52,neutral,57,Beauty
BE100089,Beauty Identify 89,970.42,"Caused breakouts after a week. | Helped improve my skin glow. | Texture is smooth and easy to apply. | Doesn’t last long, fades quickly. | Bottle design is very convenient. | Too oily and sticky after use. | Very affordable and effective product. | Moisturizes well and feels refreshing. | Fragrance is long-lasting and pleasant. | Caused irritation on my skin. | Not suitable for sensitive skin. | Perfect for daily skincare routine.","Harris, Nash and Zavala",60,37,40,60,negative,29,Beauty
BE100090,Beauty Dinner 90,704.08,"Helped improve my skin glow. | Caused irritation on my skin. | Too oily and sticky after use. | Very affordable and effective product. | Perfect for daily skincare routine. | Doesn’t last long, fades quickly. | Caused breakouts after a week. | Not suitable for sensitive skin. | Texture is smooth and easy to apply. | Fragrance is long-lasting and pleasant.",Cunningham-Johnson,42,98,69,75,positive,98,Beauty
BE100091,Beauty Hold 91,872.08,"Too oily and sticky after use. | Perfect for daily skincare routine. | Doesn’t last long, fades quickly. | Very affordable and effective product. | Moisturizes well and feels refreshing. | Caused breakouts after a week. | Fragrance is long-lasting and pleasant. | Caused irritation on my skin. | Not suitable for sensitive skin. | Helped improve my skin glow. | Bottle design is very convenient. | Texture is smooth and easy to apply.",Barrett-Roberts,24,37,100,48,neutral,57,Beauty
BE100092,Beauty Hard 92,133.29,"Fragrance is long-lasting and pleasant. | Caused irritation on my skin. | Moisturizes well and feels refreshing. | Doesn’t last long, fades quickly. | Caused breakouts after a week. | Perfect for daily skincare routine. | Not suitable for sensitive skin. | Too oily and sticky after use. | Texture is smooth and easy to apply. | Helped improve my skin glow. | Very affordable and effective product. | Bottle design is very convenient.","Flores, Vincent and Tanner",90,43,71,50,negative,20,Beauty
